id	model_type	dataset_type	detail_name	path_prefix	n_features	best_iter_epoch	train_rmse	test_rmse	model_size_mb	has_importance	has_original_importance	importance_file	original_importance_file
lgbm_separate_新營_C0X250_combined_windows	lgbm	separate	新營_C0X250_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_新營_C0X250_combined_windows		566			36.39	FALSE	FALSE		
lgbm_separate_楠梓_C0V770_combined_windows	lgbm	separate	楠梓_C0V770_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_楠梓_C0V770_combined_windows		388			37.36	FALSE	FALSE		
lgbm_separate_萬里_C0A940_combined_windows	lgbm	separate	萬里_C0A940_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_萬里_C0A940_combined_windows		421			32.4	FALSE	FALSE		
lgbm_separate_萬華_466920_combined_windows	lgbm	separate	萬華_466920_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_萬華_466920_combined_windows		369			35.51	FALSE	FALSE		
lgbm_separate_嘉義_C0M730_combined_windows	lgbm	separate	嘉義_C0M730_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_嘉義_C0M730_combined_windows		580			36.53	FALSE	FALSE		
lgbm_separate_彰化_C0G910_combined_windows	lgbm	separate	彰化_C0G910_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_彰化_C0G910_combined_windows		415			37.17	FALSE	FALSE		
lgbm_separate_臺西_C0K530_combined_windows	lgbm	separate	臺西_C0K530_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_臺西_C0K530_combined_windows		557			35.04	FALSE	FALSE		
lgbm_separate_臺東_C0SA10_combined_windows	lgbm	separate	臺東_C0SA10_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_臺東_C0SA10_combined_windows		140			30	FALSE	FALSE		
lgbm_separate_臺南_467410_combined_windows	lgbm	separate	臺南_467410_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_臺南_467410_combined_windows		339			35.38	FALSE	FALSE		
lgbm_separate_潮州_C0R220_combined_windows	lgbm	separate	潮州_C0R220_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_潮州_C0R220_combined_windows		313			36.22	FALSE	FALSE		
lgbm_separate_線西_C0G890_combined_windows	lgbm	separate	線西_C0G890_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_線西_C0G890_combined_windows		759			36.89	FALSE	FALSE		
lgbm_separate_橋頭_C0V760_combined_windows	lgbm	separate	橋頭_C0V760_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_橋頭_C0V760_combined_windows		409			37.49	FALSE	FALSE		
lgbm_separate_頭份_C0E420_combined_windows	lgbm	separate	頭份_C0E420_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_頭份_C0E420_combined_windows		567			34.69	FALSE	FALSE		
lgbm_separate_龍潭_C0C670_combined_windows	lgbm	separate	龍潭_C0C670_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_龍潭_C0C670_combined_windows		520			35.1	FALSE	FALSE		
lgbm_separate_豐原_C0F9M0_combined_windows	lgbm	separate	豐原_C0F9M0_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_豐原_C0F9M0_combined_windows		585			35.42	FALSE	FALSE		
lgbm_separate_觀音_467050_combined_windows	lgbm	separate	觀音_467050_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lgbm_separate_觀音_467050_combined_windows		591			33.69	FALSE	FALSE		
lstm_combine_chunk_01	lstm	combine	chunk_01	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_combine_chunk_01					0.07	FALSE	FALSE		
lstm_combine_norm_chunk_01	lstm	combine	norm_chunk_01	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_combine_norm_chunk_01					0.07	FALSE	FALSE		
lstm_separate_norm_Nomorlization_二林_C0G730_combined_windows	lstm	separate	norm_Nomorlization_二林_C0G730_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_norm_Nomorlization_二林_C0G730_combined_windows					0.07	FALSE	FALSE		
lstm_separate_norm_Nomorlization_三重_C0AI30_combined_windows	lstm	separate	norm_Nomorlization_三重_C0AI30_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_norm_Nomorlization_三重_C0AI30_combined_windows					0.07	FALSE	FALSE		
lstm_separate_norm_Nomorlization_三義_C0F9Q0_combined_windows	lstm	separate	norm_Nomorlization_三義_C0F9Q0_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_norm_Nomorlization_三義_C0F9Q0_combined_windows					0.07	FALSE	FALSE		
lstm_separate_norm_Nomorlization_土城_C0AD40_combined_windows	lstm	separate	norm_Nomorlization_土城_C0AD40_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_norm_Nomorlization_土城_C0AD40_combined_windows					0.07	FALSE	FALSE		
lstm_separate_norm_Nomorlization_士林_C0AI40_combined_windows	lstm	separate	norm_Nomorlization_士林_C0AI40_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_norm_Nomorlization_士林_C0AI40_combined_windows					0.07	FALSE	FALSE		
lstm_separate_norm_Nomorlization_大同_C0AI30_combined_windows	lstm	separate	norm_Nomorlization_大同_C0AI30_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_norm_Nomorlization_大同_C0AI30_combined_windows					0.07	FALSE	FALSE		
lstm_separate_norm_Nomorlization_大里_C0F9N0_combined_windows	lstm	separate	norm_Nomorlization_大里_C0F9N0_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_norm_Nomorlization_大里_C0F9N0_combined_windows					0.07	FALSE	FALSE		
lstm_separate_norm_Nomorlization_大園_C0C590_combined_windows	lstm	separate	norm_Nomorlization_大園_C0C590_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_norm_Nomorlization_大園_C0C590_combined_windows					0.07	FALSE	FALSE		
lstm_separate_norm_Nomorlization_大寮_C0V450_combined_windows	lstm	separate	norm_Nomorlization_大寮_C0V450_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_norm_Nomorlization_大寮_C0V450_combined_windows					0.07	FALSE	FALSE		
lstm_separate_norm_Nomorlization_小港_C0V450_combined_windows	lstm	separate	norm_Nomorlization_小港_C0V450_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_norm_Nomorlization_小港_C0V450_combined_windows					0.07	FALSE	FALSE		
lstm_separate_norm_Nomorlization_中山_C0AH70_combined_windows	lstm	separate	norm_Nomorlization_中山_C0AH70_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_norm_Nomorlization_中山_C0AH70_combined_windows					0.07	FALSE	FALSE		
lstm_separate_norm_Nomorlization_中壢_A2C560_combined_windows	lstm	separate	norm_Nomorlization_中壢_A2C560_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_norm_Nomorlization_中壢_A2C560_combined_windows					0.07	FALSE	FALSE		
lstm_separate_norm_Nomorlization_仁武_C0V680_combined_windows	lstm	separate	norm_Nomorlization_仁武_C0V680_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_norm_Nomorlization_仁武_C0V680_combined_windows					0.07	FALSE	FALSE		
lstm_separate_norm_Nomorlization_斗六_C0K400_combined_windows	lstm	separate	norm_Nomorlization_斗六_C0K400_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_norm_Nomorlization_斗六_C0K400_combined_windows					0.07	FALSE	FALSE		
lstm_separate_norm_Nomorlization_冬山_C0U910_combined_windows	lstm	separate	norm_Nomorlization_冬山_C0U910_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_norm_Nomorlization_冬山_C0U910_combined_windows					0.07	FALSE	FALSE		
lstm_separate_norm_Nomorlization_古亭_C0AH10_combined_windows	lstm	separate	norm_Nomorlization_古亭_C0AH10_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_norm_Nomorlization_古亭_C0AH10_combined_windows					0.07	FALSE	FALSE		
lstm_separate_norm_Nomorlization_左營_C0V810_combined_windows	lstm	separate	norm_Nomorlization_左營_C0V810_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_norm_Nomorlization_左營_C0V810_combined_windows					0.07	FALSE	FALSE		
lstm_separate_norm_Nomorlization_平鎮_A2C560_combined_windows	lstm	separate	norm_Nomorlization_平鎮_A2C560_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_norm_Nomorlization_平鎮_A2C560_combined_windows					0.07	FALSE	FALSE		
lstm_separate_norm_Nomorlization_永和_C0AH10_combined_windows	lstm	separate	norm_Nomorlization_永和_C0AH10_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_norm_Nomorlization_永和_C0AH10_combined_windows					0.07	FALSE	FALSE		
lstm_separate_norm_Nomorlization_安南_467420_combined_windows	lstm	separate	norm_Nomorlization_安南_467420_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_norm_Nomorlization_安南_467420_combined_windows					0.07	FALSE	FALSE		
lstm_separate_norm_Nomorlization_朴子_C0M650_combined_windows	lstm	separate	norm_Nomorlization_朴子_C0M650_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_norm_Nomorlization_朴子_C0M650_combined_windows					0.07	FALSE	FALSE		
lstm_separate_norm_Nomorlization_汐止_C0AH00_combined_windows	lstm	separate	norm_Nomorlization_汐止_C0AH00_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_norm_Nomorlization_汐止_C0AH00_combined_windows					0.07	FALSE	FALSE		
lstm_separate_norm_Nomorlization_竹山_U2HA50_combined_windows	lstm	separate	norm_Nomorlization_竹山_U2HA50_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_norm_Nomorlization_竹山_U2HA50_combined_windows					0.07	FALSE	FALSE		
lstm_separate_norm_Nomorlization_竹東_C0D560_combined_windows	lstm	separate	norm_Nomorlization_竹東_C0D560_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_norm_Nomorlization_竹東_C0D560_combined_windows					0.07	FALSE	FALSE		
lstm_separate_norm_Nomorlization_西屯_C0F9T0_combined_windows	lstm	separate	norm_Nomorlization_西屯_C0F9T0_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_norm_Nomorlization_西屯_C0F9T0_combined_windows					0.07	FALSE	FALSE		
lstm_separate_norm_Nomorlization_沙鹿_C0F9X0_combined_windows	lstm	separate	norm_Nomorlization_沙鹿_C0F9X0_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_norm_Nomorlization_沙鹿_C0F9X0_combined_windows					0.07	FALSE	FALSE		
lstm_separate_norm_Nomorlization_宜蘭_467080_combined_windows	lstm	separate	norm_Nomorlization_宜蘭_467080_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_norm_Nomorlization_宜蘭_467080_combined_windows					0.07	FALSE	FALSE		
lstm_separate_norm_Nomorlization_忠明_C0F9U0_combined_windows	lstm	separate	norm_Nomorlization_忠明_C0F9U0_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_norm_Nomorlization_忠明_C0F9U0_combined_windows					0.07	FALSE	FALSE		
lstm_separate_norm_Nomorlization_松山_C0AC70_combined_windows	lstm	separate	norm_Nomorlization_松山_C0AC70_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_norm_Nomorlization_松山_C0AC70_combined_windows					0.07	FALSE	FALSE		
lstm_separate_norm_Nomorlization_板橋_C0ACA0_combined_windows	lstm	separate	norm_Nomorlization_板橋_C0ACA0_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_norm_Nomorlization_板橋_C0ACA0_combined_windows					0.07	FALSE	FALSE		
lstm_separate_norm_Nomorlization_林口_C0AH50_combined_windows	lstm	separate	norm_Nomorlization_林口_C0AH50_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_norm_Nomorlization_林口_C0AH50_combined_windows					0.07	FALSE	FALSE		
lstm_separate_norm_Nomorlization_林園_C0R640_combined_windows	lstm	separate	norm_Nomorlization_林園_C0R640_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_norm_Nomorlization_林園_C0R640_combined_windows					0.07	FALSE	FALSE		
lstm_separate_norm_Nomorlization_花蓮_466990_combined_windows	lstm	separate	norm_Nomorlization_花蓮_466990_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_norm_Nomorlization_花蓮_466990_combined_windows					0.07	FALSE	FALSE		
lstm_separate_norm_Nomorlization_金門_C0W150_combined_windows	lstm	separate	norm_Nomorlization_金門_C0W150_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_norm_Nomorlization_金門_C0W150_combined_windows					0.07	FALSE	FALSE		
lstm_separate_norm_Nomorlization_前金_C0V690_combined_windows	lstm	separate	norm_Nomorlization_前金_C0V690_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_norm_Nomorlization_前金_C0V690_combined_windows					0.07	FALSE	FALSE		
lstm_separate_norm_Nomorlization_前鎮_C0V490_combined_windows	lstm	separate	norm_Nomorlization_前鎮_C0V490_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_norm_Nomorlization_前鎮_C0V490_combined_windows					0.07	FALSE	FALSE		
lstm_separate_norm_Nomorlization_南投_C0I460_combined_windows	lstm	separate	norm_Nomorlization_南投_C0I460_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_norm_Nomorlization_南投_C0I460_combined_windows					0.07	FALSE	FALSE		
lstm_separate_norm_Nomorlization_屏東_C0R570_combined_windows	lstm	separate	norm_Nomorlization_屏東_C0R570_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_norm_Nomorlization_屏東_C0R570_combined_windows					0.07	FALSE	FALSE		
lstm_separate_norm_Nomorlization_恆春_B2Q810_combined_windows	lstm	separate	norm_Nomorlization_恆春_B2Q810_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_norm_Nomorlization_恆春_B2Q810_combined_windows					0.07	FALSE	FALSE		
lstm_separate_norm_Nomorlization_美濃_72V140_combined_windows	lstm	separate	norm_Nomorlization_美濃_72V140_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_norm_Nomorlization_美濃_72V140_combined_windows					0.07	FALSE	FALSE		
lstm_separate_norm_Nomorlization_苗栗_C0E750_combined_windows	lstm	separate	norm_Nomorlization_苗栗_C0E750_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_norm_Nomorlization_苗栗_C0E750_combined_windows					0.07	FALSE	FALSE		
lstm_separate_norm_Nomorlization_埔里_C0H890_combined_windows	lstm	separate	norm_Nomorlization_埔里_C0H890_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_norm_Nomorlization_埔里_C0H890_combined_windows					0.07	FALSE	FALSE		
lstm_separate_norm_Nomorlization_桃園_C0C480_combined_windows	lstm	separate	norm_Nomorlization_桃園_C0C480_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_norm_Nomorlization_桃園_C0C480_combined_windows					0.07	FALSE	FALSE		
lstm_separate_norm_Nomorlization_馬祖_467990_combined_windows	lstm	separate	norm_Nomorlization_馬祖_467990_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_norm_Nomorlization_馬祖_467990_combined_windows					0.07	FALSE	FALSE		
lstm_separate_norm_Nomorlization_崙背_C0K250_combined_windows	lstm	separate	norm_Nomorlization_崙背_C0K250_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_norm_Nomorlization_崙背_C0K250_combined_windows					0.07	FALSE	FALSE		
lstm_separate_norm_Nomorlization_淡水_466900_combined_windows	lstm	separate	norm_Nomorlization_淡水_466900_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_norm_Nomorlization_淡水_466900_combined_windows					0.07	FALSE	FALSE		
lstm_separate_norm_Nomorlization_麥寮_A2K360_combined_windows	lstm	separate	norm_Nomorlization_麥寮_A2K360_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_norm_Nomorlization_麥寮_A2K360_combined_windows					0.07	FALSE	FALSE		
lstm_separate_二林_C0G730_combined_windows	lstm	separate	二林_C0G730_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_二林_C0G730_combined_windows					0.08	FALSE	FALSE		
lstm_separate_三重_C0AI30_combined_windows	lstm	separate	三重_C0AI30_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_三重_C0AI30_combined_windows					0.07	FALSE	FALSE		
lstm_separate_三義_C0F9Q0_combined_windows	lstm	separate	三義_C0F9Q0_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_三義_C0F9Q0_combined_windows					0.07	FALSE	FALSE		
lstm_separate_土城_C0AD40_combined_windows	lstm	separate	土城_C0AD40_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_土城_C0AD40_combined_windows					0.07	FALSE	FALSE		
lstm_separate_士林_C0AI40_combined_windows	lstm	separate	士林_C0AI40_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_士林_C0AI40_combined_windows					0.07	FALSE	FALSE		
lstm_separate_大同_C0AI30_combined_windows	lstm	separate	大同_C0AI30_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_大同_C0AI30_combined_windows					0.07	FALSE	FALSE		
lstm_separate_大里_C0F9N0_combined_windows	lstm	separate	大里_C0F9N0_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_大里_C0F9N0_combined_windows					0.07	FALSE	FALSE		
lstm_separate_大園_C0C590_combined_windows	lstm	separate	大園_C0C590_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_大園_C0C590_combined_windows					0.07	FALSE	FALSE		
lstm_separate_大寮_C0V450_combined_windows	lstm	separate	大寮_C0V450_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_大寮_C0V450_combined_windows					0.07	FALSE	FALSE		
lstm_separate_小港_C0V450_combined_windows	lstm	separate	小港_C0V450_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_小港_C0V450_combined_windows					0.07	FALSE	FALSE		
lstm_separate_中山_C0AH70_combined_windows	lstm	separate	中山_C0AH70_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_中山_C0AH70_combined_windows					0.07	FALSE	FALSE		
lstm_separate_中壢_A2C560_combined_windows	lstm	separate	中壢_A2C560_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_中壢_A2C560_combined_windows					0.07	FALSE	FALSE		
lstm_separate_仁武_C0V680_combined_windows	lstm	separate	仁武_C0V680_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_仁武_C0V680_combined_windows					0.07	FALSE	FALSE		
lstm_separate_斗六_C0K400_combined_windows	lstm	separate	斗六_C0K400_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_斗六_C0K400_combined_windows					0.07	FALSE	FALSE		
lstm_separate_冬山_C0U910_combined_windows	lstm	separate	冬山_C0U910_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_冬山_C0U910_combined_windows					0.07	FALSE	FALSE		
lstm_separate_古亭_C0AH10_combined_windows	lstm	separate	古亭_C0AH10_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_古亭_C0AH10_combined_windows					0.07	FALSE	FALSE		
lstm_separate_左營_C0V810_combined_windows	lstm	separate	左營_C0V810_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_左營_C0V810_combined_windows					0.07	FALSE	FALSE		
lstm_separate_平鎮_A2C560_combined_windows	lstm	separate	平鎮_A2C560_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_平鎮_A2C560_combined_windows					0.07	FALSE	FALSE		
lstm_separate_永和_C0AH10_combined_windows	lstm	separate	永和_C0AH10_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_永和_C0AH10_combined_windows					0.07	FALSE	FALSE		
lstm_separate_安南_467420_combined_windows	lstm	separate	安南_467420_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_安南_467420_combined_windows					0.07	FALSE	FALSE		
lstm_separate_朴子_C0M650_combined_windows	lstm	separate	朴子_C0M650_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_朴子_C0M650_combined_windows					0.07	FALSE	FALSE		
lstm_separate_汐止_C0AH00_combined_windows	lstm	separate	汐止_C0AH00_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_汐止_C0AH00_combined_windows					0.07	FALSE	FALSE		
lstm_separate_竹山_U2HA50_combined_windows	lstm	separate	竹山_U2HA50_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_竹山_U2HA50_combined_windows					0.07	FALSE	FALSE		
lstm_separate_竹東_C0D560_combined_windows	lstm	separate	竹東_C0D560_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_竹東_C0D560_combined_windows					0.07	FALSE	FALSE		
lstm_separate_西屯_C0F9T0_combined_windows	lstm	separate	西屯_C0F9T0_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_西屯_C0F9T0_combined_windows					0.07	FALSE	FALSE		
lstm_separate_沙鹿_C0F9X0_combined_windows	lstm	separate	沙鹿_C0F9X0_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_沙鹿_C0F9X0_combined_windows					0.07	FALSE	FALSE		
lstm_separate_宜蘭_467080_combined_windows	lstm	separate	宜蘭_467080_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_宜蘭_467080_combined_windows					0.07	FALSE	FALSE		
lstm_separate_忠明_C0F9U0_combined_windows	lstm	separate	忠明_C0F9U0_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_忠明_C0F9U0_combined_windows					0.07	FALSE	FALSE		
lstm_separate_松山_C0AC70_combined_windows	lstm	separate	松山_C0AC70_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_松山_C0AC70_combined_windows					0.07	FALSE	FALSE		
lstm_separate_板橋_C0ACA0_combined_windows	lstm	separate	板橋_C0ACA0_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_板橋_C0ACA0_combined_windows					0.07	FALSE	FALSE		
lstm_separate_林口_C0AH50_combined_windows	lstm	separate	林口_C0AH50_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_林口_C0AH50_combined_windows					0.07	FALSE	FALSE		
lstm_separate_林園_C0R640_combined_windows	lstm	separate	林園_C0R640_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_林園_C0R640_combined_windows					0.07	FALSE	FALSE		
lstm_separate_花蓮_466990_combined_windows	lstm	separate	花蓮_466990_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_花蓮_466990_combined_windows					0.07	FALSE	FALSE		
lstm_separate_金門_C0W150_combined_windows	lstm	separate	金門_C0W150_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_金門_C0W150_combined_windows					0.07	FALSE	FALSE		
lstm_separate_前金_C0V690_combined_windows	lstm	separate	前金_C0V690_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_前金_C0V690_combined_windows					0.07	FALSE	FALSE		
lstm_separate_前鎮_C0V490_combined_windows	lstm	separate	前鎮_C0V490_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_前鎮_C0V490_combined_windows					0.07	FALSE	FALSE		
lstm_separate_南投_C0I460_combined_windows	lstm	separate	南投_C0I460_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_南投_C0I460_combined_windows					0.07	FALSE	FALSE		
lstm_separate_屏東_C0R570_combined_windows	lstm	separate	屏東_C0R570_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_屏東_C0R570_combined_windows					0.07	FALSE	FALSE		
lstm_separate_恆春_B2Q810_combined_windows	lstm	separate	恆春_B2Q810_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_恆春_B2Q810_combined_windows					0.07	FALSE	FALSE		
lstm_separate_美濃_72V140_combined_windows	lstm	separate	美濃_72V140_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_美濃_72V140_combined_windows					0.07	FALSE	FALSE		
lstm_separate_苗栗_C0E750_combined_windows	lstm	separate	苗栗_C0E750_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_苗栗_C0E750_combined_windows					0.07	FALSE	FALSE		
lstm_separate_埔里_C0H890_combined_windows	lstm	separate	埔里_C0H890_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_埔里_C0H890_combined_windows					0.07	FALSE	FALSE		
lstm_separate_桃園_C0C480_combined_windows	lstm	separate	桃園_C0C480_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_桃園_C0C480_combined_windows					0.07	FALSE	FALSE		
lstm_separate_馬公_467350_combined_windows	lstm	separate	馬公_467350_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_馬公_467350_combined_windows					0.07	FALSE	FALSE		
lstm_separate_馬祖_467990_combined_windows	lstm	separate	馬祖_467990_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_馬祖_467990_combined_windows					0.07	FALSE	FALSE		
lstm_separate_基隆_466940_combined_windows	lstm	separate	基隆_466940_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_基隆_466940_combined_windows					0.07	FALSE	FALSE		
lstm_separate_崙背_C0K250_combined_windows	lstm	separate	崙背_C0K250_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_崙背_C0K250_combined_windows					0.07	FALSE	FALSE		
